waterway,name,geometry_wkt
river,Krukut,"LINESTRING (106.81056 -6.14326, 106.810554 -6.142644, 106.810691 -6.142227, 106.811036 -6.14179)"
river,Krukut,"LINESTRING (106.81056 -6.14326, 106.808025 -6.14314, 106.807866 -6.143048, 106.807819 -6.142873, 106.807859 -6.14173)"
river,Krukut,"LINESTRING (106.807859 -6.14173, 106.807852 -6.141517)"
river,Krukut,"LINESTRING (106.811036 -6.14179, 106.812153 -6.141116, 106.812322 -6.140933)"
canal,,"LINESTRING (106.742067 -6.140534, 106.742027 -6.140512)"
river,Cengkareng Drain,"LINESTRING (106.754384 -6.179983, 106.754073 -6.180048, 106.753482 -6.18014, 106.753184 -6.18016, 106.753009 -6.18018, 106.752056 -6.180216, 106.751495 -6.18029, 106.751089 -6.180272, 106.750859 -6.180238, 106.750693 -6.180205, 106.750525 -6.18008, 106.750471 -6.179876, 106.750566 -6.179709, 106.750573 -6.179599, 106.750562 -6.179482, 106.750544 -6.179365, 106.750571 -6.179287, 106.750697 -6.179075, 106.750756 -6.178975, 106.75079 -6.178879, 106.750953 -6.178322, 106.751255 -6.177854, 106.751329 -6.177601, 106.751227 -6.177312, 106.751003 -6.177241, 106.750566 -6.177557, 106.750501 -6.177544, 106.750399 -6.177229, 106.75031 -6.177118, 106.750041 -6.177172, 106.749902 -6.177165, 106.749869 -6.177123, 106.74986 -6.176972, 106.749849 -6.176758, 106.749752 -6.176353, 106.749534 -6.17618, 106.749366 -6.175926, 106.749398 -6.17582, 106.749557 -6.175556, 106.749736 -6.175232, 106.749752 -6.175041, 106.749591 -6.17439, 106.749806 -6.17375, 106.749806 -6.173644, 106.749731 -6.17342, 106.749409 -6.172897, 106.74922 -6.172097, 106.749162 -6.171852, 106.749126 -6.171089, 106.748905 -6.166372, 106.748882 -6.165826, 106.748599 -6.164555, 106.747615 -6.160711, 106.747555 -6.160097, 106.747986 -6.155743, 106.74813 -6.15426, 106.748516 -6.152809, 106.75031 -6.150138, 106.750387 -6.149601, 106.750338 -6.148394, 106.750289 -6.14719, 106.750374 -6.142379, 106.750506 -6.141636, 106.750656 -6.141233, 106.750664 -6.141212, 106.751233 -6.139563, 106.752748 -6.135063, 106.752956 -6.134288, 106.753475 -6.132021, 106.75324 -6.12952, 106.752556 -6.121467, 106.752299 -6.119532, 106.75164 -6.11248, 106.751497 -6.110368, 106.751248 -6.108266, 106.751168 -6.107528, 106.751008 -6.10628, 106.750986 -6.104165)"
canal,,"LINESTRING (106.751104 -6.139477, 106.751233 -6.139563)"
canal,,"LINESTRING (106.750758 -6.139359, 106.750873 -6.139407, 106.751104 -6.139477)"
canal,,"LINESTRING (106.750486 -6.139245, 106.750758 -6.139359)"
canal,,"LINESTRING (106.745705 -6.137307, 106.745641 -6.137362, 106.74555 -6.13741, 106.745427 -6.137602, 106.745344 -6.137745, 106.745824 -6.137895, 106.745883 -6.137986, 106.745802 -6.13822, 106.745566 -6.138535, 106.745415 -6.138825, 106.745284 -6.139025, 106.744594 -6.140121, 106.744465 -6.140175, 106.743521 -6.140217, 106.743479 -6.140238, 106.743006 -6.140292, 106.742561 -6.14052, 106.742404 -6.140717, 106.742067 -6.140534)"
canal,,"LINESTRING (106.733438 -6.136738, 106.735495 -6.136782, 106.736024 -6.1368, 106.737915 -6.136835, 106.738339 -6.136845, 106.738884 -6.13685, 106.740184 -6.137931, 106.741235 -6.138783, 106.741395 -6.138908, 106.741434 -6.138863, 106.741772 -6.13847, 106.742248 -6.137892, 106.742569 -6.137488, 106.74287 -6.137116, 106.74298 -6.136986, 106.743109 -6.136879, 106.743285 -6.136857)"
canal,,"LINESTRING (106.741461 -6.134822, 106.741195 -6.135037, 106.740255 -6.135772)"
canal,,"LINESTRING (106.733063 -6.136307, 106.733124 -6.134532, 106.733135 -6.134331, 106.733178 -6.134148, 106.733307 -6.133977, 106.734466 -6.133026, 106.735855 -6.131993, 106.736811 -6.131282, 106.736892 -6.131228, 106.737234 -6.130969, 106.73747 -6.130905, 106.738339 -6.130937, 106.738543 -6.131012, 106.738682 -6.131161, 106.740892 -6.134094, 106.741096 -6.134244, 106.741396 -6.134446, 106.74164 -6.134711, 106.741858 -6.134948, 106.742891 -6.136283, 106.743285 -6.136857, 106.744232 -6.136886, 106.744894 -6.136997, 106.745237 -6.137103, 106.745398 -6.137188, 106.745602 -6.137257, 106.745705 -6.137307, 106.745823 -6.137315, 106.746034 -6.13726, 106.746454 -6.137549, 106.746574 -6.137639, 106.746962 -6.13788, 106.747342 -6.138106, 106.747629 -6.138299, 106.747922 -6.138451, 106.748075 -6.138508, 106.74831 -6.13854, 106.748679 -6.138603, 106.74921 -6.138698, 106.749447 -6.138752, 106.750048 -6.139031, 106.750424 -6.139219, 106.750486 -6.139245)"
canal,,"LINESTRING (106.741588 -6.134744, 106.741461 -6.134822)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.821119 -6.167429, 106.821028 -6.167401, 106.820916 -6.167346, 106.820859 -6.167318, 106.820814 -6.167272, 106.820751 -6.167128, 106.820727 -6.166996)"
drain,,"LINESTRING (106.838196 -6.163603, 106.838293 -6.163973, 106.838321 -6.16408, 106.838392 -6.164349, 106.838759 -6.165751, 106.83895 -6.166478, 106.839765 -6.169588)"
river,,"LINESTRING (106.842969 -6.157308, 106.842835 -6.156782, 106.842706 -6.156227, 106.842661 -6.156019, 106.842494 -6.155496, 106.842468 -6.155336, 106.842513 -6.155217, 106.842685 -6.154963, 106.842956 -6.154582, 106.843449 -6.153907, 106.843594 -6.153641, 106.842628 -6.15295, 106.842453 -6.152844, 106.842363 -6.15279, 106.841464 -6.152165, 106.841362 -6.152053, 106.841338 -6.151955, 106.841293 -6.151467, 106.841246 -6.150884, 106.841288 -6.1508, 106.841314 -6.150747, 106.841386 -6.150601, 106.841606 -6.150305, 106.841706 -6.150179, 106.841818 -6.149982, 106.84191 -6.149755, 106.842151 -6.149139, 106.842384 -6.14847, 106.842458 -6.148301, 106.842546 -6.148167, 106.842625 -6.148089, 106.843162 -6.147579, 106.843345 -6.147333, 106.843411 -6.147243, 106.843422 -6.147086, 106.843419 -6.146958, 106.843174 -6.146652, 106.843114 -6.14659, 106.843104 -6.146497, 106.843109 -6.146486, 106.843275 -6.146134, 106.843366 -6.146, 106.843429 -6.145908, 106.843662 -6.145599, 106.843703 -6.145535, 106.844077 -6.144948)"
river,,"LINESTRING (106.844077 -6.144948, 106.843897 -6.144852)"
river,,"LINESTRING (106.843897 -6.144852, 106.843242 -6.144479, 106.845643 -6.140148, 106.845698 -6.139969)"
canal,,"LINESTRING (106.832863 -6.138438, 106.836053 -6.140369, 106.836815 -6.14083, 106.837815 -6.141436, 106.837979 -6.141535, 106.838243 -6.141683, 106.838396 -6.141769, 106.838399 -6.141775, 106.838598 -6.141886, 106.838853 -6.142034, 106.839415 -6.142329, 106.839952 -6.142639, 106.840757 -6.143089, 106.840788 -6.143106, 106.841438 -6.14347, 106.841798 -6.143671, 106.842161 -6.143874, 106.843132 -6.144417, 106.843242 -6.144479)"
canal,,"LINESTRING (106.832508 -6.138234, 106.832822 -6.138415, 106.832863 -6.138438)"
canal,,"LINESTRING (106.832392 -6.138164, 106.832508 -6.138234)"
river,Ciliwung,"LINESTRING (106.83447 -6.148988, 106.832124 -6.14838, 106.831149 -6.147877, 106.830443 -6.147356, 106.830348 -6.147203, 106.830379 -6.146976, 106.830589 -6.146534, 106.83061 -6.146382, 106.830548 -6.146207, 106.830381 -6.146071, 106.829726 -6.145705, 106.829678 -6.145577, 106.829808 -6.145166, 106.829848 -6.144672, 106.829826 -6.144592, 106.829592 -6.144475, 106.82923 -6.144572, 106.829006 -6.14467, 106.828812 -6.144822, 106.828426 -6.145301, 106.828064 -6.145773, 106.827958 -6.145865, 106.827871 -6.145888, 106.827646 -6.145805, 106.827623 -6.145788, 106.827416 -6.145637, 106.827301 -6.145428, 106.827296 -6.145346, 106.82724 -6.145144, 106.827184 -6.144976, 106.827115 -6.144841, 106.827065 -6.144639, 106.827073 -6.14444, 106.827108 -6.144259, 106.827176 -6.14409, 106.827242 -6.14395, 106.827368 -6.143522, 106.827412 -6.143343, 106.827422 -6.143082, 106.827446 -6.142696, 106.827384 -6.142297, 106.827305 -6.141906, 106.827263 -6.141662, 106.827198 -6.14155, 106.827162 -6.141477, 106.827064 -6.141382, 106.826889 -6.141314, 106.826716 -6.141308, 106.826611 -6.141365, 106.826496 -6.14144, 106.826321 -6.141602, 106.826192 -6.141748, 106.826103 -6.141905, 106.826067 -6.141994, 106.826072 -6.142086, 106.826059 -6.142205, 106.826064 -6.142348, 106.826105 -6.142549, 106.826127 -6.142663, 106.826151 -6.14276, 106.82616 -6.142959, 106.826161 -6.143129, 106.826148 -6.143276, 106.826046 -6.143384, 106.825866 -6.143509, 106.825456 -6.143506, 106.825139 -6.143522, 106.825055 -6.14348, 106.824992 -6.14341, 106.824961 -6.143242, 106.8249 -6.142773, 106.824884 -6.142619, 106.82484 -6.14211, 106.824774 -6.141956, 106.824725 -6.141817, 106.824681 -6.141755, 106.824534 -6.14162, 106.824464 -6.141593, 106.824334 -6.141598, 106.824179 -6.141638, 106.824052 -6.141726, 106.823986 -6.141814, 106.823971 -6.141958, 106.823961 -6.142179, 106.823961 -6.142183, 106.823958 -6.142237, 106.823929 -6.142533, 106.823793 -6.142663, 106.823606 -6.142722, 106.823472 -6.142743, 106.823329 -6.142751, 106.82284 -6.142687, 106.822463 -6.142625, 106.82182 -6.142436, 106.821549 -6.142411, 106.82109 -6.142395, 106.821 -6.142374, 106.820391 -6.142129, 106.820331 -6.142024, 106.820356 -6.141875, 106.820825 -6.141165, 106.821042 -6.140372, 106.82091 -6.140115, 106.820766 -6.140038, 106.819559 -6.139868, 106.819388 -6.139862, 106.819249 -6.13988, 106.818194 -6.140172, 106.818077 -6.13984, 106.817911 -6.139558, 106.8179 -6.13954, 106.817698 -6.139302, 106.817634 -6.139198, 106.817479 -6.13894, 106.817231 -6.138449, 106.81722 -6.138425, 106.816969 -6.137895, 106.816959 -6.13786, 106.816923 -6.13773, 106.816858 -6.137498, 106.81683 -6.13732, 106.816737 -6.136692, 106.816742 -6.136124, 106.816578 -6.13554, 106.814885 -6.129489, 106.814476 -6.129032, 106.813997 -6.128834, 106.813136 -6.128419, 106.812886 -6.128243, 106.812615 -6.128045, 106.812204 -6.12653, 106.811945 -6.126388, 106.811583 -6.126461, 106.810944 -6.126735, 106.809853 -6.126988)"
river,,"LINESTRING (106.845698 -6.139969, 106.845703 -6.139858, 106.845557 -6.136496, 106.845514 -6.136035, 106.84498 -6.132912, 106.844997 -6.132796, 106.845075 -6.132706, 106.845201 -6.132638, 106.846919 -6.131704, 106.848907 -6.130597)"
river,Kali Item Sunter,"LINESTRING (106.85926 -6.155313, 106.861975 -6.154918, 106.862168 -6.154926, 106.862271 -6.154967, 106.866938 -6.157534, 106.867828 -6.158031, 106.872004 -6.160388, 106.873308 -6.161169, 106.874794 -6.162104, 106.875786 -6.162673, 106.876863 -6.16346, 106.877066 -6.163524, 106.877576 -6.163476, 106.879131 -6.163069, 106.879684 -6.162934)"
river,Kali Sunter,"LINESTRING (106.853216 -6.163445, 106.853554 -6.162898, 106.854764 -6.16081, 106.857159 -6.156939, 106.85844 -6.155487, 106.858802 -6.155335, 106.858903 -6.15527, 106.858944 -6.155244, 106.859019 -6.15516, 106.859516 -6.154601)"
drain,,"LINESTRING (106.866938 -6.157534, 106.866837 -6.15768)"
river,Kali Item,"LINESTRING (106.859019 -6.15516, 106.85926 -6.155313)"
drain,,"LINESTRING (106.859529 -6.147552, 106.858971 -6.144384, 106.858402 -6.141387, 106.858168 -6.139968)"
river,,"LINESTRING (106.856019 -6.149922, 106.85601 -6.149614, 106.855976 -6.149358, 106.855564 -6.148394, 106.855375 -6.147831, 106.85517 -6.147223, 106.854878 -6.146412, 106.853084 -6.141104, 106.852484 -6.139363, 106.852415 -6.139073, 106.852325 -6.136785, 106.852267 -6.13639, 106.851621 -6.135534, 106.85143 -6.135329, 106.850221 -6.134302, 106.849982 -6.134026, 106.849904 -6.133786, 106.849921 -6.133218, 106.849894 -6.132636, 106.849718 -6.132202, 106.849535 -6.131313)"
river,,"LINESTRING (106.859516 -6.154601, 106.860058 -6.153992, 106.860125 -6.153899, 106.860305 -6.153812, 106.860379 -6.153745, 106.860874 -6.152842, 106.860934 -6.152675, 106.861202 -6.151692, 106.861248 -6.151173, 106.861231 -6.150962, 106.86115 -6.150715, 106.860925 -6.150264, 106.860811 -6.15018, 106.860648 -6.150049, 106.860407 -6.149912, 106.859737 -6.14971, 106.858463 -6.149072, 106.858252 -6.148922, 106.858212 -6.148842, 106.858178 -6.148735, 106.858064 -6.148274, 106.856615 -6.140252, 106.854908 -6.130977, 106.854711 -6.12974, 106.85467 -6.12787, 106.85452 -6.127401, 106.853692 -6.125492)"
river,Sunter River,"LINESTRING (106.856615 -6.140252, 106.85708 -6.140168, 106.858168 -6.139968, 106.859351 -6.139751, 106.862513 -6.13917, 106.864882 -6.138726, 106.865066 -6.138691, 106.865809 -6.138512, 106.866427 -6.138384, 106.86653 -6.138366, 106.868572 -6.138, 106.869084 -6.137926, 106.869336 -6.13789, 106.872015 -6.137404, 106.872171 -6.137386, 106.872375 -6.137369, 106.872501 -6.137354, 106.87285 -6.137337, 106.873368 -6.137321, 106.873808 -6.137326, 106.874117 -6.137369, 106.87446 -6.137429, 106.874795 -6.137523, 106.875403 -6.137709, 106.875628 -6.137779, 106.876467 -6.138041, 106.87919 -6.138894, 106.879688 -6.13905, 106.881284 -6.139575, 106.882515 -6.139936, 106.885721 -6.140898, 106.88698 -6.141289)"
drain,,"LINESTRING (106.869073 -6.137871, 106.869084 -6.137926)"
drain,,"LINESTRING (106.869052 -6.137735, 106.869073 -6.137871)"
river,,"LINESTRING (106.883618 -6.159766, 106.883516 -6.159943)"
river,,"LINESTRING (106.90669 -6.153209, 106.906621 -6.153318, 106.904845 -6.156193, 106.903099 -6.158972, 106.902943 -6.159217, 106.898818 -6.165963)"
drain,,"LINESTRING (106.888675 -6.162373, 106.890071 -6.160071, 106.892742 -6.15558, 106.893354 -6.154567, 106.890114 -6.152625, 106.889815 -6.152654)"
drain,,"LINESTRING (106.887175 -6.155008, 106.886704 -6.154747)"
river,,"LINESTRING (106.914 -6.154934, 106.912384 -6.154805, 106.911514 -6.154754, 106.910559 -6.154703, 106.910353 -6.154686, 106.909666 -6.154567, 106.909088 -6.154429, 106.907804 -6.153638, 106.905301 -6.152078, 106.902754 -6.150461, 106.899886 -6.148631)"
river,Sunter,"LINESTRING (106.883618 -6.159766, 106.889196 -6.150314, 106.889829 -6.148818, 106.890282 -6.147288, 106.891158 -6.143617, 106.891367 -6.142664, 106.892433 -6.138128)"
river,Sunter River,"LINESTRING (106.887164 -6.141345, 106.887245 -6.14137, 106.891367 -6.142664)"
river,Sunter River,"LINESTRING (106.88698 -6.141289, 106.887164 -6.141345)"
river,Sunter,"LINESTRING (106.892433 -6.138128, 106.892725 -6.13689, 106.894303 -6.130214, 106.894576 -6.129123, 106.894896 -6.128227, 106.894965 -6.127747, 106.894947 -6.1272, 106.895999 -6.12336, 106.896152 -6.12195, 106.896291 -6.117401, 106.896251 -6.116244, 106.896406 -6.114972, 106.896526 -6.114366, 106.896766 -6.113854, 106.897212 -6.113248, 106.897727 -6.112736, 106.89826 -6.112293, 106.899101 -6.111994, 106.903051 -6.112032, 106.906542 -6.112014, 106.906817 -6.111798, 106.906808 -6.11097, 106.906819 -6.108527, 106.906828 -6.108441)"
canal,,"LINESTRING (106.867695 -6.122159, 106.868464 -6.121644, 106.868615 -6.121553, 106.868804 -6.12148, 106.868884 -6.121433, 106.869407 -6.121335, 106.871517 -6.120925, 106.879564 -6.114775, 106.879774 -6.114639, 106.880476 -6.114073, 106.883095 -6.112059, 106.883564 -6.111672, 106.884012 -6.111235, 106.884329 -6.111078, 106.884682 -6.111088, 106.895546 -6.11146, 106.89583 -6.111418, 106.896044 -6.111342, 106.896113 -6.111264, 106.896195 -6.110928, 106.896255 -6.110306, 106.896313 -6.107701, 106.89631 -6.107278)"
drain,,"LINESTRING (106.872171 -6.137386, 106.87204 -6.134738, 106.872025 -6.133616, 106.871842 -6.132602, 106.871436 -6.13124, 106.870765 -6.129526, 106.870517 -6.128854, 106.870485 -6.12856, 106.87048 -6.128293, 106.870446 -6.128003)"
drain,,"LINESTRING (106.867239 -6.127579, 106.867298 -6.127603, 106.867236 -6.128, 106.867217 -6.128132, 106.867189 -6.12833, 106.867118 -6.128707, 106.867094 -6.129061, 106.86713 -6.129403, 106.867424 -6.130239, 106.86826 -6.13245, 106.8685 -6.133132, 106.868534 -6.133285, 106.868616 -6.133709, 106.868753 -6.13464, 106.868836 -6.13568, 106.869052 -6.137735)"
river,,"LINESTRING (106.849535 -6.131313, 106.849467 -6.131109, 106.849316 -6.130901, 106.848907 -6.130597, 106.848665 -6.1304, 106.848508 -6.130194, 106.848362 -6.129719, 106.848108 -6.129225, 106.847931 -6.128972, 106.847922 -6.128949, 106.84774 -6.128522, 106.8477 -6.128138, 106.847849 -6.12794, 106.847743 -6.127159)"
canal,,"LINESTRING (106.85452 -6.127401, 106.853902 -6.127578, 106.852952 -6.127775, 106.852207 -6.127951, 106.85094 -6.12804, 106.850102 -6.12839, 106.848824 -6.128529, 106.848531 -6.128502, 106.848304 -6.128386, 106.848067 -6.128186, 106.847849 -6.12794)"
canal,,"LINESTRING (106.865173 -6.124223, 106.86515 -6.123524, 106.865137 -6.12318, 106.865236 -6.122862, 106.86548 -6.122622, 106.865768 -6.122559, 106.867509 -6.122245, 106.867695 -6.122159)"
canal,,"LINESTRING (106.865236 -6.122862, 106.864702 -6.122735, 106.863916 -6.122518)"
canal,,"LINESTRING (106.864158 -6.124346, 106.863916 -6.122518, 106.863803 -6.121664, 106.865631 -6.120845, 106.866378 -6.120248, 106.866221 -6.119936, 106.866184 -6.119862)"
river,Ancol,"LINESTRING (106.818503 -6.131713, 106.818588 -6.131768, 106.819304 -6.132013, 106.820047 -6.132106, 106.820734 -6.132096, 106.822804 -6.131754, 106.825283 -6.131125, 106.830624 -6.130309, 106.830757 -6.130077)"
river,Ancol,"LINESTRING (106.830757 -6.130077, 106.831044 -6.130038)"
river,Ancol,"LINESTRING (106.831044 -6.130038, 106.831208 -6.130015, 106.841561 -6.128224, 106.845742 -6.127507, 106.847743 -6.127159, 106.851523 -6.126351, 106.853692 -6.125492, 106.85419 -6.125263, 106.864749 -6.12039)"
river,,"LINESTRING (106.827281 -6.122111, 106.825282 -6.12242, 106.822392 -6.121938)"
river,,"LINESTRING (106.827516 -6.122075, 106.827281 -6.122111)"
river,,"LINESTRING (106.829191 -6.121788, 106.829008 -6.121819, 106.827516 -6.122075)"
canal,,"LINESTRING (106.822392 -6.121938, 106.823512 -6.115732)"
canal,,"LINESTRING (106.89631 -6.107278, 106.897198 -6.106532)"
canal,,"LINESTRING (106.897198 -6.106532, 106.897478 -6.098993)"
river,Kali Ireng,"LINESTRING (106.80108 -6.148372, 106.800768 -6.148448, 106.799729 -6.148527, 106.798263 -6.148763, 106.796572 -6.148987, 106.795015 -6.149146, 106.794083 -6.149411, 106.793836 -6.149446, 106.793657 -6.14942, 106.793522 -6.14935, 106.793391 -6.14924, 106.791153 -6.144874, 106.790898 -6.144402, 106.790657 -6.143896, 106.790626 -6.143774, 106.790591 -6.143459, 106.790515 -6.142328, 106.790514 -6.14221, 106.790467 -6.141922, 106.790355 -6.141795, 106.790089 -6.141541, 106.789938 -6.141366, 106.789852 -6.141296, 106.789282 -6.140803, 106.788917 -6.140216, 106.788488 -6.139469, 106.787222 -6.137208, 106.786798 -6.136624, 106.786348 -6.135929, 106.786247 -6.135719)"
river,,"LINESTRING (106.798322 -6.142148, 106.798306 -6.142151, 106.797807 -6.142225, 106.796429 -6.142367, 106.79565 -6.142448, 106.793992 -6.142602, 106.792034 -6.142708, 106.790514 -6.14221)"
river,,"LINESTRING (106.790168 -6.142348, 106.790515 -6.142328)"
river,,"LINESTRING (106.798435 -6.142129, 106.798322 -6.142148)"
river,,"LINESTRING (106.79945 -6.141953, 106.798435 -6.142129)"
river,,"LINESTRING (106.799672 -6.141932, 106.79945 -6.141953)"
river,,"LINESTRING (106.800434 -6.141845, 106.799672 -6.141932)"
river,,"LINESTRING (106.800726 -6.141862, 106.800434 -6.141845)"
river,,"LINESTRING (106.807851 -6.141466, 106.806892 -6.141661, 106.806828 -6.141667, 106.80648 -6.141699, 106.806318 -6.141714, 106.805468 -6.141774, 106.804618 -6.141738, 106.800726 -6.141862)"
river,Kanal Banjir Barat,"LINESTRING (106.800306 -6.16584, 106.80001 -6.16532, 106.799568 -6.164556, 106.798981 -6.163207, 106.798388 -6.161869, 106.798011 -6.160905, 106.796028 -6.156288, 106.795745 -6.15564, 106.795212 -6.154189, 106.794706 -6.15297, 106.794337 -6.152081, 106.793427 -6.150537, 106.790672 -6.145237, 106.788475 -6.141184, 106.787118 -6.138507, 106.786876 -6.138087, 106.786201 -6.136948, 106.785631 -6.136173, 106.784796 -6.135121, 106.784213 -6.134453, 106.782072 -6.132232, 106.780279 -6.130234, 106.777158 -6.126989, 106.776446 -6.126209, 106.775719 -6.125298, 106.774964 -6.124374, 106.774464 -6.123685, 106.773941 -6.122458, 106.773749 -6.122212, 106.77365 -6.122084, 106.773523 -6.121836, 106.77316 -6.12113, 106.773133 -6.12072, 106.773284 -6.120514, 106.77334 -6.12028, 106.773489 -6.120159, 106.773924 -6.119943, 106.774375 -6.119602, 106.774597 -6.119271, 106.77477 -6.119016, 106.774829 -6.118661, 106.774817 -6.118502, 106.774639 -6.11805, 106.774105 -6.117229, 106.773913 -6.116996, 106.773579 -6.116555, 106.773092 -6.116257, 106.772435 -6.11597, 106.77201 -6.11586, 106.771381 -6.115737, 106.770682 -6.1156, 106.770194 -6.115543)"
river,Krukut,"LINESTRING (106.807852 -6.141517, 106.807851 -6.141466, 106.807825 -6.140922, 106.807782 -6.140248, 106.807765 -6.139988)"
