waterway,name,geometry_wkt
river,Kali Utan Kayu,"LINESTRING (106.864261 -6.176243, 106.864259 -6.174957, 106.864293 -6.174725, 106.864407 -6.174437, 106.864601 -6.174162, 106.864773 -6.174045, 106.865985 -6.173426, 106.866092 -6.17333, 106.8662 -6.173, 106.8662 -6.17285, 106.865446 -6.171212)"
river,Kali Utan Kayu,"LINESTRING (106.865446 -6.171212, 106.865412 -6.171137, 106.865376 -6.17106, 106.865356 -6.171014, 106.865252 -6.170788)"
river,Kali Sunter,"LINESTRING (106.852055 -6.17441, 106.852312 -6.16906, 106.852483 -6.164713, 106.852516 -6.164607, 106.853216 -6.163445)"
drain,,"LINESTRING (106.86343 -6.167262, 106.863748 -6.167478, 106.864156 -6.167723, 106.864296 -6.167807, 106.86436 -6.167862, 106.864696 -6.168026, 106.865241 -6.16833, 106.866102 -6.168869, 106.866344 -6.169004, 106.866575 -6.169141, 106.866866 -6.16935, 106.867042 -6.16948, 106.867074 -6.169513, 106.867105 -6.169551)"
drain,,"LINESTRING (106.863299 -6.167193, 106.86343 -6.167262)"
river,Kali Utan Kayu,"LINESTRING (106.865252 -6.170788, 106.865116 -6.170493, 106.865145 -6.170419, 106.865229 -6.170365, 106.865472 -6.170275, 106.866269 -6.169915, 106.866828 -6.169662, 106.867105 -6.169551, 106.869166 -6.168562, 106.870993 -6.167751, 106.872691 -6.167037, 106.873467 -6.16677, 106.874579 -6.166386, 106.87594 -6.16599, 106.876068 -6.165952, 106.876176 -6.165921, 106.876385 -6.16586, 106.876534 -6.165817, 106.877161 -6.165684, 106.877763 -6.165481, 106.878197 -6.165168, 106.878853 -6.164678, 106.879051 -6.16453, 106.879062 -6.164522, 106.87948 -6.164301, 106.879701 -6.164136, 106.879707 -6.164126, 106.879782 -6.164018, 106.879976 -6.16372, 106.880055 -6.163567, 106.880096 -6.16348, 106.880119 -6.163368, 106.880076 -6.16311, 106.880153 -6.162821)"
river,Kali Baru,"LINESTRING (106.848751 -6.16816, 106.850123 -6.166796, 106.850936 -6.165994, 106.851977 -6.164965)"
river,Kali Baru,"LINESTRING (106.851977 -6.164965, 106.851981 -6.164961)"
river,,"LINESTRING (106.851981 -6.164961, 106.85231 -6.164656, 106.852516 -6.164607)"
drain,,"LINESTRING (106.866837 -6.15768, 106.86673 -6.157797, 106.866569 -6.15816, 106.866315 -6.158526, 106.866258 -6.158608, 106.866 -6.15912, 106.865456 -6.160172, 106.865031 -6.160861, 106.864466 -6.161829, 106.864426 -6.16199, 106.864406 -6.162037, 106.864273 -6.162224, 106.864102 -6.162629, 106.863952 -6.162798, 106.863913 -6.162922, 106.863868 -6.163067, 106.863827 -6.163123, 106.86378 -6.163195, 106.863712 -6.163295, 106.863413 -6.163794, 106.863144 -6.164282, 106.863072 -6.164401, 106.863001 -6.164531, 106.862808 -6.164864, 106.862139 -6.166168, 106.862076 -6.166262, 106.862121 -6.166285, 106.862046 -6.166469, 106.862074 -6.166529, 106.862182 -6.16659, 106.862272 -6.166627, 106.862363 -6.16666, 106.862354 -6.166717, 106.862412 -6.166746, 106.862463 -6.166729, 106.862682 -6.166858, 106.862847 -6.166973, 106.862989 -6.167031, 106.863121 -6.167089, 106.863226 -6.167164, 106.863299 -6.167193)"
river,,"LINESTRING (106.880149 -6.165127, 106.880011 -6.165539)"
river,,"LINESTRING (106.882072 -6.162396, 106.881619 -6.162608, 106.881383 -6.162969, 106.881176 -6.163292, 106.881135 -6.163369, 106.881022 -6.163582, 106.880986 -6.16365, 106.880904 -6.163783, 106.880707 -6.164098, 106.88053 -6.16445, 106.880503 -6.164504, 106.880355 -6.164765, 106.880173 -6.165084, 106.880149 -6.165127)"
river,,"LINESTRING (106.879684 -6.162934, 106.879871 -6.162889)"
river,Kali Item Sunter,"LINESTRING (106.879871 -6.162889, 106.880153 -6.162821, 106.880329 -6.162781)"
river,Kali Item Sunter,"LINESTRING (106.880329 -6.162781, 106.880436 -6.162756, 106.880467 -6.162748)"
river,Kali Item Sunter,"LINESTRING (106.880467 -6.162748, 106.881034 -6.162611)"
river,Kali Item Sunter,"LINESTRING (106.881034 -6.162611, 106.881067 -6.162602)"
river,Kali Item Sunter,"LINESTRING (106.881067 -6.162602, 106.881599 -6.16246)"
river,Kali Item Sunter,"LINESTRING (106.881599 -6.16246, 106.88162 -6.162455, 106.881689 -6.162438)"
river,Kali Item Sunter,"LINESTRING (106.881689 -6.162438, 106.882106 -6.162338)"
river,,"LINESTRING (106.769226 -6.224645, 106.769241 -6.224465, 106.769327 -6.223713, 106.769371 -6.223365, 106.769446 -6.222905, 106.769523 -6.222828, 106.769618 -6.222452, 106.769531 -6.222044, 106.769378 -6.221913, 106.769363 -6.221817)"
river,,"LINESTRING (106.769363 -6.221817, 106.769349 -6.221734)"
river,,"LINESTRING (106.769349 -6.221734, 106.769327 -6.221602, 106.769147 -6.221345)"
river,,"LINESTRING (106.769147 -6.221345, 106.769096 -6.221273)"
river,,"LINESTRING (106.769096 -6.221273, 106.768903 -6.22109, 106.768815 -6.220977, 106.768613 -6.220669, 106.76846 -6.220484, 106.768365 -6.220409, 106.76808 -6.220133, 106.76787 -6.220048, 106.767697 -6.219659, 106.767474 -6.219426, 106.767377 -6.219148, 106.7673 -6.218856, 106.767219 -6.218194, 106.767154 -6.217472, 106.767278 -6.21683, 106.76747 -6.216783)"
river,Pesanggrahan,"LINESTRING (106.765673 -6.222204, 106.765512 -6.222207, 106.765421 -6.222095, 106.765402 -6.221948, 106.765459 -6.221898, 106.765526 -6.221748, 106.765464 -6.22161, 106.765319 -6.221407, 106.765302 -6.221123, 106.765305 -6.220943, 106.765284 -6.220768, 106.765282 -6.220532, 106.7653 -6.220416, 106.765314 -6.220325, 106.765322 -6.220165, 106.765339 -6.220023, 106.765352 -6.219756, 106.765335 -6.219423, 106.765281 -6.219143, 106.765235 -6.218997, 106.76519 -6.218869, 106.765156 -6.218752, 106.765058 -6.218522, 106.76496 -6.218271, 106.764802 -6.217902, 106.764657 -6.217605, 106.764598 -6.217429, 106.764419 -6.217106, 106.764154 -6.216799, 106.763772 -6.216727, 106.763615 -6.216597, 106.76347 -6.216325, 106.763166 -6.215991, 106.763077 -6.215541, 106.763042 -6.215292, 106.76317 -6.214922, 106.763693 -6.214348, 106.764092 -6.214013, 106.764455 -6.213809, 106.76473 -6.213589, 106.765082 -6.213338, 106.765491 -6.212906, 106.765798 -6.21247, 106.766081 -6.211872, 106.76619 -6.211528, 106.766102 -6.210965, 106.766043 -6.210592, 106.765958 -6.210336, 106.765888 -6.210101, 106.765491 -6.20936, 106.765392 -6.209248, 106.765319 -6.209197, 106.765228 -6.209176, 106.764898 -6.209168, 106.764762 -6.209138, 106.764692 -6.20909, 106.764654 -6.208977, 106.764923 -6.208384, 106.764809 -6.207951, 106.764776 -6.207888, 106.764653 -6.207654, 106.764568 -6.207374, 106.764541 -6.207109, 106.764507 -6.206877, 106.764458 -6.206737, 106.76423 -6.206311, 106.764149 -6.206057, 106.764111 -6.205723, 106.764046 -6.20544, 106.764014 -6.205316, 106.763922 -6.205163, 106.763652 -6.205034, 106.763593 -6.204893, 106.763658 -6.20471, 106.763991 -6.204507, 106.764226 -6.204334, 106.764321 -6.204096, 106.764342 -6.20339, 106.76419 -6.202747, 106.763959 -6.202619, 106.763841 -6.202534, 106.763879 -6.202099, 106.763603 -6.201248, 106.763326 -6.200998, 106.763063 -6.200453, 106.763036 -6.199382, 106.762995 -6.199188, 106.762872 -6.198902, 106.76287 -6.198651, 106.762908 -6.198393, 106.762865 -6.198285, 106.762573 -6.197398, 106.762434 -6.197099, 106.762012 -6.196678, 106.761908 -6.196438, 106.761698 -6.196166, 106.761405 -6.196187, 106.76114 -6.196376, 106.760784 -6.19669, 106.760298 -6.196374, 106.759843 -6.195441, 106.759153 -6.194737, 106.758254 -6.194102, 106.75791 -6.193771, 106.75706 -6.192529, 106.756922 -6.192076, 106.75694 -6.191734, 106.757042 -6.191294)"
river,Humble River,"LINESTRING (106.74577 -6.191809, 106.74576 -6.191873, 106.745793 -6.19232, 106.745933 -6.193142, 106.745943 -6.19343, 106.746087 -6.195371, 106.746104 -6.195642, 106.746112 -6.195771, 106.746128 -6.196013, 106.74615 -6.196348, 106.746179 -6.196812, 106.74619 -6.196964, 106.74619 -6.197291, 106.746224 -6.197966, 106.746184 -6.19875, 106.746082 -6.198923, 106.745932 -6.199083, 106.745718 -6.199083, 106.744516 -6.199051, 106.744269 -6.199104, 106.74399 -6.199328, 106.743958 -6.199531, 106.743915 -6.201579, 106.743905 -6.202584, 106.74384 -6.205216, 106.743776 -6.207626, 106.743722 -6.209557, 106.74375 -6.210001, 106.743798 -6.210194, 106.743929 -6.210638, 106.745374 -6.213471, 106.746629 -6.215263, 106.746996 -6.215511, 106.747274 -6.215774, 106.74745 -6.215988, 106.747966 -6.217596, 106.748018 -6.21872, 106.748123 -6.218779, 106.748009 -6.219128, 106.747488 -6.219935, 106.747252 -6.220297, 106.747244 -6.220724, 106.747317 -6.22091, 106.747485 -6.221219)"
river,Pesanggrahan,"LINESTRING (106.757042 -6.191294, 106.757146 -6.190812, 106.757154 -6.190221)"
river,,"LINESTRING (106.771755 -6.211348, 106.771678 -6.211193, 106.771575 -6.21097, 106.77149 -6.210704, 106.771482 -6.210308, 106.771474 -6.210137, 106.771515 -6.21003, 106.77155 -6.209772, 106.771501 -6.209564, 106.771547 -6.209404, 106.771686 -6.209241, 106.771772 -6.208994, 106.771938 -6.208563, 106.772121 -6.2082, 106.772196 -6.207968, 106.772207 -6.207381, 106.772218 -6.207232, 106.772304 -6.207104, 106.772367 -6.20684, 106.772404 -6.206628, 106.772415 -6.206564, 106.772443 -6.206517, 106.772602 -6.206355, 106.772679 -6.20628, 106.772718 -6.206246, 106.772784 -6.206204, 106.772878 -6.206134, 106.772989 -6.206059, 106.773064 -6.205998, 106.773119 -6.20592, 106.773166 -6.205849, 106.773229 -6.205838, 106.773348 -6.205858, 106.773497 -6.205866, 106.77351 -6.20568, 106.773526 -6.205581, 106.773647 -6.205525, 106.773735 -6.205367, 106.773852 -6.205223, 106.773959 -6.205104, 106.774048 -6.204955, 106.774042 -6.204757, 106.77402 -6.204629, 106.774074 -6.204491, 106.773956 -6.204331, 106.773902 -6.204224, 106.773881 -6.204075, 106.773897 -6.203819, 106.773917 -6.203727, 106.773982 -6.203652, 106.774105 -6.203549, 106.774182 -6.203477, 106.774213 -6.203253, 106.774236 -6.203141, 106.774267 -6.203083, 106.774396 -6.202827, 106.774404 -6.202761, 106.774524 -6.202663, 106.774637 -6.202516, 106.774745 -6.202501, 106.774825 -6.202368, 106.774894 -6.202253, 106.774912 -6.202239, 106.774932 -6.20224, 106.77518 -6.202063, 106.775298 -6.201925, 106.775391 -6.201797, 106.775512 -6.201675, 106.775607 -6.201573, 106.776056 -6.201063, 106.776086 -6.200984, 106.776576 -6.200456, 106.776807 -6.200283, 106.77685 -6.200224, 106.777133 -6.199782, 106.777409 -6.199356, 106.777571 -6.199178, 106.777775 -6.198816, 106.777882 -6.198379, 106.777915 -6.198112, 106.777936 -6.19776, 106.778086 -6.197494, 106.778387 -6.196864, 106.778548 -6.19648, 106.779277 -6.195254, 106.779446 -6.19483, 106.77965 -6.194299, 106.779857 -6.193878, 106.780039 -6.193515, 106.780629 -6.192203, 106.780972 -6.191478, 106.781048 -6.191286, 106.781176 -6.190945, 106.781326 -6.190635, 106.781562 -6.190369, 106.781788 -6.190113, 106.781949 -6.189835, 106.782222 -6.189547, 106.78285 -6.188518, 106.78293 -6.18831, 106.782968 -6.18799, 106.783054 -6.187761, 106.78314 -6.187547, 106.78314 -6.187398, 106.78315 -6.187041, 106.783101 -6.186547, 106.783024 -6.186239, 106.782868 -6.185795, 106.782496 -6.185003, 106.782159 -6.184495, 106.780372 -6.181206, 106.779889 -6.180342, 106.779857 -6.180001, 106.77958 -6.166686, 106.779576 -6.166491)"
river,Pesanggrahan,"LINESTRING (106.757154 -6.190221, 106.757187 -6.190187, 106.757444 -6.189753, 106.757702 -6.189425, 106.757798 -6.189185, 106.757833 -6.188942, 106.757948 -6.188686, 106.757924 -6.188353, 106.75796 -6.188085, 106.758138 -6.187719, 106.758138 -6.187631, 106.758088 -6.187544, 106.757939 -6.187426, 106.7578 -6.187385, 106.757702 -6.187403, 106.757508 -6.187542, 106.757369 -6.187563, 106.75723 -6.187518, 106.757146 -6.187414, 106.757036 -6.186987, 106.757007 -6.18675, 106.756924 -6.186614, 106.756725 -6.186422, 106.756682 -6.186209, 106.7568 -6.185921, 106.756886 -6.185739, 106.756897 -6.185579, 106.756811 -6.185398, 106.75664 -6.185249, 106.7565 -6.185046, 106.756489 -6.184886, 106.756586 -6.184022, 106.756658 -6.183736, 106.75684 -6.183593, 106.757207 -6.18354, 106.757714 -6.183295, 106.757787 -6.183095, 106.757691 -6.182902, 106.757305 -6.182625, 106.756039 -6.181889, 106.75577 -6.181612, 106.755642 -6.181324, 106.755567 -6.180961, 106.755492 -6.18078, 106.75532 -6.180705, 106.755041 -6.180801, 106.754891 -6.180833, 106.754751 -6.18079, 106.754708 -6.180577, 106.75473 -6.180428, 106.75474 -6.180268, 106.754708 -6.180076, 106.754571 -6.17999, 106.754537 -6.179969, 106.754384 -6.179983, 106.754343 -6.179854, 106.754268 -6.179734, 106.754204 -6.179489, 106.754408 -6.178945, 106.754612 -6.178625, 106.754751 -6.178305, 106.754728 -6.178044, 106.754632 -6.177377, 106.754361 -6.176903, 106.754321 -6.176488, 106.754257 -6.176204, 106.754177 -6.176001, 106.753955 -6.175818, 106.753708 -6.175792, 106.753535 -6.175718, 106.753197 -6.175524, 106.752788 -6.17527, 106.752396 -6.1751, 106.751978 -6.174918, 106.751543 -6.174673, 106.751189 -6.174481, 106.750819 -6.174294, 106.750588 -6.174172, 106.750417 -6.174081, 106.750368 -6.17398, 106.750299 -6.173825, 106.750197 -6.173761, 106.750036 -6.17375, 106.74993 -6.173745, 106.749923 -6.173745, 106.749806 -6.17375)"
river,Kanal Banjir Barat,"LINESTRING (106.814739 -6.200811, 106.813884 -6.200615, 106.81282 -6.200376, 106.812148 -6.200064, 106.811703 -6.199774, 106.811197 -6.199335, 106.810139 -6.198308, 106.809975 -6.198131, 106.80984 -6.197986, 106.80978 -6.197484, 106.809704 -6.196962, 106.809507 -6.195964, 106.809378 -6.192568, 106.809764 -6.190879, 106.810434 -6.189454, 106.810709 -6.188558, 106.810648 -6.187107, 106.810305 -6.184206, 106.809985 -6.18041)"
river,Kali Cideng,"LINESTRING (106.820034 -6.182993, 106.819871 -6.182946)"
river,Kali Cideng,"LINESTRING (106.819871 -6.182946, 106.819358 -6.182792, 106.816852 -6.182082)"
river,Kali Cideng,"LINESTRING (106.815704 -6.182192, 106.815325 -6.182046, 106.814698 -6.181859)"
river,,"LINESTRING (106.816852 -6.182082, 106.816916 -6.18197)"
river,,"LINESTRING (106.816852 -6.182082, 106.816576 -6.181945)"
river,,"LINESTRING (106.816576 -6.181945, 106.816326 -6.181796, 106.815704 -6.182192)"
river,,"LINESTRING (106.816916 -6.18197, 106.81697 -6.181875)"
river,,"LINESTRING (106.81697 -6.181875, 106.817043 -6.181748)"
river,Kali Cideng,"LINESTRING (106.814698 -6.181859, 106.814229 -6.181695)"
river,Kanal Banjir Barat,"LINESTRING (106.809985 -6.18041, 106.809804 -6.179738, 106.808825 -6.178287, 106.807336 -6.176049, 106.806538 -6.174886, 106.805923 -6.174036)"
river,Kali Cideng,"LINESTRING (106.814229 -6.181695, 106.813658 -6.181443, 106.813491 -6.181307, 106.813352 -6.180992, 106.811109 -6.171969, 106.811068 -6.171794)"
river,Krukut,"LINESTRING (106.817043 -6.181748, 106.818106 -6.179976, 106.819859 -6.177086, 106.820632 -6.175729, 106.821076 -6.174823, 106.821467 -6.173914, 106.821832 -6.17285, 106.821871 -6.172137, 106.821702 -6.17132)"
river,,"LINESTRING (106.806767 -6.1735, 106.806068 -6.173956)"
river,Duri,"LINESTRING (106.806767 -6.1735, 106.806571 -6.17319, 106.80639 -6.1733, 106.806147 -6.173197)"
river,,"LINESTRING (106.811068 -6.171794, 106.81097 -6.1718, 106.808904 -6.172176, 106.808333 -6.172472, 106.806767 -6.1735)"
river,Cideng,"LINESTRING (106.811068 -6.171794, 106.811007 -6.17115)"
river,Cideng,"LINESTRING (106.811007 -6.17115, 106.81098 -6.17086)"
river,Krukut,"LINESTRING (106.821294 -6.170608, 106.82031 -6.170732, 106.820072 -6.17071, 106.820005 -6.170577, 106.819682 -6.169304)"
river,Cideng,"LINESTRING (106.819682 -6.169304, 106.819437 -6.168972)"
river,Cideng,"LINESTRING (106.81098 -6.17086, 106.810831 -6.169262, 106.810474 -6.165507, 106.810558 -6.163763, 106.810563 -6.163687)"
river,Krukut,"LINESTRING (106.819437 -6.168972, 106.819339 -6.168833, 106.81892 -6.16815, 106.818652 -6.167894, 106.818423 -6.167754, 106.818248 -6.167589, 106.818066 -6.16718, 106.817854 -6.166958, 106.817166 -6.166334, 106.816434 -6.165948, 106.816211 -6.165809, 106.81593 -6.165521, 106.815466 -6.16495, 106.814994 -6.164257, 106.8148 -6.163862, 106.814693 -6.163372, 106.814532 -6.162924, 106.81452 -6.162241, 106.814736 -6.161601, 106.814729 -6.161357, 106.81468 -6.161278, 106.814591 -6.161228, 106.814025 -6.161281, 106.813781 -6.161198, 106.813467 -6.161062, 106.813151 -6.161076, 106.812853 -6.161022, 106.812826 -6.160872, 106.812815 -6.160527)"
river,Cideng,"LINESTRING (106.810563 -6.163687, 106.810569 -6.163564)"
river,Cideng,"LINESTRING (106.810569 -6.163564, 106.810621 -6.162891)"
canal,Kali Palis,"LINESTRING (106.81087 -6.160879, 106.811757 -6.160786, 106.811858 -6.16079, 106.811916 -6.16088, 106.811992 -6.161104, 106.812352 -6.162417, 106.812544 -6.163088, 106.812997 -6.164544, 106.813236 -6.165292)"
river,Cideng,"LINESTRING (106.810621 -6.162891, 106.810623 -6.162862)"
river,Cideng,"LINESTRING (106.810623 -6.162862, 106.810677 -6.161646, 106.810699 -6.161256, 106.810717 -6.16105, 106.810746 -6.160887)"
river,Cideng,"LINESTRING (106.810746 -6.160887, 106.810749 -6.160747)"
river,Krukut,"LINESTRING (106.812815 -6.160527, 106.812814 -6.160472)"
river,Krukut,"LINESTRING (106.812814 -6.160472, 106.812815 -6.160353, 106.812816 -6.160146, 106.812801 -6.160027, 106.812704 -6.159722, 106.812671 -6.159646, 106.812413 -6.159271, 106.812156 -6.158959)"
river,Cideng,"LINESTRING (106.810749 -6.160747, 106.810859 -6.158579)"
river,Krukut,"LINESTRING (106.812156 -6.158959, 106.812146 -6.158945)"
river,Cideng,"LINESTRING (106.810859 -6.158579, 106.81086 -6.158552)"
river,Krukut,"LINESTRING (106.812146 -6.158945, 106.811843 -6.15863, 106.811529 -6.158249, 106.811401 -6.158072)"
river,Cideng,"LINESTRING (106.81086 -6.158552, 106.81088 -6.158075, 106.810885 -6.157944)"
river,Krukut,"LINESTRING (106.811401 -6.158072, 106.811374 -6.158017)"
river,Cideng,"LINESTRING (106.810885 -6.157944, 106.81089 -6.157872)"
river,Cideng,"LINESTRING (106.81089 -6.157872, 106.810892 -6.157745)"
river,Cideng,"LINESTRING (106.810892 -6.157745, 106.810892 -6.157734)"
river,Krukut,"LINESTRING (106.811374 -6.158017, 106.811355 -6.157977, 106.811184 -6.157671, 106.81103 -6.157299, 106.810924 -6.157052)"
river,Humble River,"LINESTRING (106.748418 -6.165838, 106.748494 -6.165945, 106.748523 -6.166097, 106.74848 -6.166318, 106.748398 -6.166401, 106.748315 -6.166489, 106.748174 -6.166562, 106.747898 -6.166734, 106.747651 -6.166917, 106.747499 -6.167012, 106.747409 -6.167088, 106.747382 -6.167245, 106.747362 -6.167482, 106.74737 -6.167937, 106.747439 -6.17034, 106.74741 -6.170547, 106.747256 -6.170742, 106.746672 -6.1715, 106.746404 -6.171969, 106.746061 -6.172801, 106.745836 -6.173868, 106.745878 -6.175564, 106.745932 -6.176204, 106.746042 -6.177302, 106.746058 -6.17763, 106.746039 -6.178006, 106.746061 -6.178422, 106.746103 -6.178726, 106.746168 -6.179137, 106.746165 -6.179435, 106.746147 -6.179574, 106.746148 -6.179938, 106.746217 -6.180294, 106.746233 -6.18044, 106.746255 -6.180711, 106.746345 -6.180968, 106.74635 -6.181206, 106.746415 -6.181836, 106.746458 -6.18398, 106.746522 -6.186422, 106.746576 -6.188587, 106.746037 -6.190763, 106.74577 -6.191809)"
river,Sekretaris,"LINESTRING (106.787556 -6.167257, 106.78734 -6.167223, 106.786533 -6.1673, 106.784974 -6.167393, 106.784413 -6.167206, 106.782679 -6.166438, 106.780731 -6.16608, 106.780181 -6.166097, 106.779576 -6.166491, 106.779232 -6.166477, 106.776404 -6.166363, 106.773137 -6.164878, 106.770868 -6.163846, 106.768765 -6.163377, 106.767607 -6.16308, 106.767263 -6.162993, 106.766834 -6.162694, 106.766577 -6.161755, 106.766675 -6.160158)"
river,Angke,"LINESTRING (106.766675 -6.160158, 106.766747 -6.159884, 106.767041 -6.159563, 106.767263 -6.15911, 106.767478 -6.158427, 106.767731 -6.157715, 106.768973 -6.155722, 106.769005 -6.155666, 106.769122 -6.15547, 106.77007 -6.153809, 106.772042 -6.15046, 106.772163 -6.150142, 106.772897 -6.148943, 106.773752 -6.147233, 106.774312 -6.146142, 106.774838 -6.145547, 106.775109 -6.144913, 106.775396 -6.143992, 106.775411 -6.142829, 106.775513 -6.142117, 106.775638 -6.141697, 106.775853 -6.141163, 106.775885 -6.140833, 106.775907 -6.140298, 106.7759 -6.140056, 106.775852 -6.139769, 106.775845 -6.13932, 106.775882 -6.139005, 106.776103 -6.138551, 106.776388 -6.138114, 106.776499 -6.137689, 106.776482 -6.137333, 106.776412 -6.136899, 106.7762 -6.136232, 106.7761 -6.13566, 106.776094 -6.135272, 106.77618 -6.134947, 106.776248 -6.13486, 106.776344 -6.134783, 106.776953 -6.134628, 106.777253 -6.13445, 106.777359 -6.134387, 106.777427 -6.134232, 106.777407 -6.133971, 106.777294 -6.133622, 106.777112 -6.133453, 106.776909 -6.133066, 106.776787 -6.132748, 106.776698 -6.13253, 106.776612 -6.132262, 106.776476 -6.131655, 106.776469 -6.131492, 106.776309 -6.130961, 106.775991 -6.129684, 106.77547 -6.1278, 106.775449 -6.127742, 106.775082 -6.126724, 106.774921 -6.126116, 106.774846 -6.125636, 106.77476 -6.125135, 106.774648 -6.124762, 106.774568 -6.124444, 106.774464 -6.123685)"
canal,,"LINESTRING (106.741398 -6.141503, 106.741373 -6.141565)"
canal,,"LINESTRING (106.741567 -6.141275, 106.741398 -6.141503)"
canal,,"LINESTRING (106.74159 -6.141245, 106.741567 -6.141275)"
canal,,"LINESTRING (106.741931 -6.140689, 106.74174 -6.141042, 106.74159 -6.141245)"
canal,,"LINESTRING (106.741947 -6.14066, 106.741931 -6.140689)"
canal,,"LINESTRING (106.742009 -6.140545, 106.741947 -6.14066)"
canal,,"LINESTRING (106.742027 -6.140512, 106.742009 -6.140545)"
river,Cideng,"LINESTRING (106.810892 -6.157734, 106.810909 -6.157318, 106.810924 -6.157052)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.820727 -6.166996, 106.820454 -6.165789, 106.820417 -6.165628, 106.819842 -6.163098, 106.819458 -6.161232, 106.819045 -6.159601, 106.818815 -6.158481, 106.817947 -6.154644, 106.817466 -6.152553, 106.816854 -6.14999, 106.816554 -6.148751, 106.816243 -6.147386)"
river,Krukut,"LINESTRING (106.810924 -6.157052, 106.810932 -6.156902, 106.810936 -6.156828, 106.810948 -6.156677, 106.810989 -6.156228, 106.810997 -6.156148)"
river,Krukut,"LINESTRING (106.810997 -6.156148, 106.810998 -6.156135)"
river,Krukut,"LINESTRING (106.810998 -6.156135, 106.811058 -6.15563, 106.811069 -6.155513, 106.811091 -6.155026, 106.811078 -6.154927, 106.810987 -6.154365)"
river,Krukut,"LINESTRING (106.810987 -6.154365, 106.81098 -6.154294)"
river,Krukut,"LINESTRING (106.81098 -6.154294, 106.810975 -6.154231, 106.811016 -6.154066, 106.811152 -6.153802, 106.811317 -6.153532, 106.81159 -6.152785, 106.811672 -6.152648, 106.811747 -6.152533)"
river,Krukut,"LINESTRING (106.811747 -6.152533, 106.811757 -6.152519)"
river,Krukut,"LINESTRING (106.811757 -6.152519, 106.81198 -6.152153, 106.81202 -6.151902, 106.812027 -6.151457)"
river,Krukut,"LINESTRING (106.812027 -6.151457, 106.81205 -6.151303)"
river,Duri,"LINESTRING (106.806147 -6.173197, 106.805933 -6.172963)"
river,Duri,"LINESTRING (106.805933 -6.172963, 106.805634 -6.172645, 106.80432 -6.170713)"
river,Kanal Banjir Barat,"LINESTRING (106.805422 -6.173336, 106.804911 -6.172672, 106.803761 -6.170928, 106.803555 -6.170616, 106.801246 -6.167314, 106.800526 -6.16621)"
river,Duri,"LINESTRING (106.80432 -6.170713, 106.802891 -6.168612, 106.802478 -6.167825, 106.80236 -6.167485, 106.802296 -6.167132, 106.802182 -6.166336)"
river,Sekretaris,"LINESTRING (106.787911 -6.167306, 106.787556 -6.167257)"
river,Duri,"LINESTRING (106.802182 -6.166336, 106.80217 -6.166151, 106.802157 -6.165909)"
river,Kanal Banjir Barat,"LINESTRING (106.800526 -6.16621, 106.800354 -6.165927, 106.800306 -6.16584)"
river,Duri,"LINESTRING (106.802157 -6.165909, 106.802023 -6.163528, 106.801787 -6.160014, 106.801779 -6.159674, 106.801806 -6.159585, 106.801898 -6.159566, 106.801917 -6.159562, 106.802035 -6.15948, 106.801969 -6.158962, 106.801842 -6.157105, 106.801817 -6.156542, 106.801728 -6.155765, 106.80161 -6.154264, 106.80154 -6.153585, 106.801366 -6.151824, 106.801164 -6.14847, 106.80108 -6.148372)"
river,Kali Grogol,"LINESTRING (106.787911 -6.167306, 106.788059 -6.166604, 106.788078 -6.166575, 106.78889 -6.164818, 106.790464 -6.16119, 106.792107 -6.157565, 106.793103 -6.15515, 106.793824 -6.153998, 106.793918 -6.1534, 106.792897 -6.151515, 106.789727 -6.145536, 106.788311 -6.143648, 106.788229 -6.143235, 106.788193 -6.143051, 106.788096 -6.142304, 106.78786 -6.141771, 106.78781 -6.141682, 106.786981 -6.140235, 106.786283 -6.138912, 106.785511 -6.137387, 106.785257 -6.136885, 106.785268 -6.136609, 106.785631 -6.136173)"
river,,"LINESTRING (106.788193 -6.143051, 106.788032 -6.143168, 106.787459 -6.143205, 106.787132 -6.143226, 106.78138 -6.143766, 106.77749 -6.143987, 106.777258 -6.144026, 106.777015 -6.144099, 106.776677 -6.144283, 106.776134 -6.144726, 106.775179 -6.145334, 106.774838 -6.145547)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.816243 -6.147386, 106.816311 -6.147354)"
river,Krukut,"LINESTRING (106.81205 -6.151303, 106.812129 -6.149803, 106.811925 -6.148368, 106.811612 -6.147591, 106.811343 -6.14672, 106.811072 -6.146063, 106.810709 -6.145364, 106.81068 -6.144948, 106.810762 -6.144554, 106.810621 -6.143832, 106.810572 -6.143369)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.816311 -6.147354, 106.816414 -6.1473)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.816414 -6.1473, 106.816536 -6.147246)"
canal,Ciliwung Gajah Mada,"LINESTRING (106.816536 -6.147246, 106.816794 -6.14718, 106.817139 -6.147083, 106.817515 -6.146966, 106.817762 -6.146784, 106.817944 -6.14656, 106.818007 -6.146312, 106.818048 -6.145928, 106.817998 -6.145323, 106.818002 -6.14475, 106.817981 -6.144554, 106.817869 -6.143915, 106.817604 -6.142411, 106.817335 -6.14081)"
river,Cideng,"LINESTRING (106.810572 -6.143369, 106.81056 -6.14326)"
